OTU ID	P1	P2	P3	P4	S1	S2	S3	S4	SP1	SP2	SP3	SP4
OTU76	0.00219275347185966	0.00163586370122864	0.00201872541853747	0.00226236469318854	0.00191430858654415	0.00299328251714176	0.00490759110368591	0.00299328251714176	0.00187950297587971	0.00274964324249069	0.000974557098604295	0.00167066931189308
OTU77	0.00177508614388639	0.00187950297587971	0.00198391980787303	0.001427030037242	0.00375900595175942	0.00226236469318854	0.00236678152518186	0.00236678152518186	0.0016010580905642	0.00114858515192649	0.00368939473043055	0.00156625247989976
OTU78	0.00330653301312172	0.00118339076259093	0.00121819637325537	0.00250600396783962	0.00219275347185966	0.00236678152518186	0.00334133862378615	0.00386342278375274	0.00167066931189308	0.000626500991959904	0.00208833663986635	0.000904945877275417
OTU79	0.00114858515192649	0.00264522641049737	0.00229717030385298	0.00327172740245728	0.0032021161811284	0.00149664125857088	0.001427030037242	0.000800529045282099	0.00341094984511503	0.00264522641049737	0.00128780759458425	0.00358497789843723
OTU80	0.000870140266610978	0.000452472938637708	0.000522084159966587	0.00205353102920191	0.0054296752636525	0.000974557098604295	0.000139222442657756	0.00233197591451742	0.00236678152518186	0.000939751487939856	0.00281925446381957	0.00518603598900143
OTU81	0.00111377954126205	0.00469875743969928	0.00285406007448401	0.00355017228777279	0.000417667327973269	0.000974557098604295	0.000870140266610978	0.000626500991959904	0.001427030037242	0.00261042079983293	0.00201872541853747	0.00455953499704152
OTU82	0.00118339076259093	0.00180989175455083	0.00334133862378615	0.00365458911976611	0.000591695381295465	0.000522084159966587	0.000626500991959904	0.000278444885315513	0.000974557098604295	0.00407225644773938	0.00243639274651074	0.00539486965298806
OTU83	0.00100936270926873	0.00288886568514845	0.00163586370122864	0.00156625247989976	0.00247119835717518	0.00174028053322196	0.00177508614388639	0.00149664125857088	0.00187950297587971	0.00417667327973269	0.00295847690647732	0.00198391980787303
OTU84	0.00156625247989976	0.000243639274651074	0.000696112213288782	0.000696112213288782	0.00212314225053079	0.00278444885315513	0.00894504194076085	0.00549928648498138	0.000626500991959904	0.000313250495979952	0.00229717030385298	0.000174028053322196
OTU85	0.00135741881591313	0.00299328251714176	0.00247119835717518	0.00250600396783962	0.00104416831993317	0.00156625247989976	0.00135741881591313	0.00076572343461766	0.00167066931189308	0.00424628450106157	0.00205353102920191	0.00365458911976611
OTU86	0.00125300198391981	0.00153144686923532	0.00174028053322196	0.00264522641049737	0.00309769934913508	0.00153144686923532	0.00167066931189308	0.00139222442657756	0.00219275347185966	0.00264522641049737	0.00201872541853747	0.00281925446381957
OTU87	0.0152100518603599	0.000417667327973269	0.000348056106644391	0.000522084159966587	0.00111377954126205	0.000591695381295465	0.000556889770631026	0.00180989175455083	0.000313250495979952	0.00125300198391981	0.000174028053322196	3.48056106644391e-05
OTU88	0.00299328251714176	0.00215794786119522	0.00229717030385298	0.0024015871358463	0.000870140266610978	0.00219275347185966	0.00236678152518186	0.000800529045282099	0.00194911419720859	0.0022275590825241	0.00149664125857088	0.00264522641049737
OTU89	0.00118339076259093	0.00351536667710835	0.00184469736521527	0.00243639274651074	0.00100936270926873	0.00139222442657756	0.00104416831993317	0.000487278549302148	0.00201872541853747	0.00271483763182625	0.00295847690647732	0.00368939473043055
OTU90	0.00111377954126205	0.00128780759458425	0.00076572343461766	0.00184469736521527	0.00515123037833699	0.00121819637325537	0.000730917823953221	0.00410706205840381	0.00455953499704152	0.000939751487939856	0.00107897393059761	0.00104416831993317
OTU91	0.00250600396783962	0.00118339076259093	0.00205353102920191	0.00177508614388639	0.00125300198391981	0.00191430858654415	0.00274964324249069	0.00146183564790644	0.00313250495979952	0.000974557098604295	0.00076572343461766	0.00337614423445059
OTU92	0.00156625247989976	0.000974557098604295	0.00156625247989976	0.00257561518916849	0.000835334655946539	0.0030280881278062	0.00341094984511503	0.00139222442657756	0.001427030037242	0.00292367129581289	0.00180989175455083	0.00194911419720859
OTU93	0.00180989175455083	0.00184469736521527	0.00243639274651074	0.0024015871358463	0.00201872541853747	0.00236678152518186	0.00184469736521527	0.00111377954126205	0.001427030037242	0.00219275347185966	0.00201872541853747	0.001427030037242
OTU94	0.00236678152518186	0.00295847690647732	0.00278444885315513	0.00295847690647732	0.000243639274651074	0.00146183564790644	0.00180989175455083	0.00121819637325537	0.000835334655946539	0.00118339076259093	0.00208833663986635	0.00191430858654415
OTU95	0.00153144686923532	0.00100936270926873	0.001427030037242	0.0024015871358463	0.00215794786119522	0.00236678152518186	0.00375900595175942	0.00174028053322196	0.00191430858654415	0.00038286171730883	0.00174028053322196	0.0024015871358463
OTU96	0.00247119835717518	0.000800529045282099	0.00229717030385298	0.00118339076259093	0.00187950297587971	0.0030280881278062	0.0032021161811284	0.00236678152518186	0.00201872541853747	0.00125300198391981	0.00180989175455083	0.000452472938637708
OTU97	0.00264522641049737	0.00146183564790644	0.00212314225053079	0.00236678152518186	0.00111377954126205	0.00198391980787303	0.00215794786119522	0.0016010580905642	0.00153144686923532	0.0024015871358463	0.00107897393059761	0.000904945877275417
OTU98	0.000417667327973269	0.000452472938637708	0.000452472938637708	0.00076572343461766	0.00407225644773938	0.000974557098604295	0.000174028053322196	0.00577773137029689	0.00250600396783962	0.000417667327973269	0.00100936270926873	0.00334133862378615
OTU99	0.00334133862378615	0.000974557098604295	0.00285406007448401	0.00243639274651074	0.00118339076259093	0.00215794786119522	0.00191430858654415	0.000974557098604295	0.00146183564790644	0.00121819637325537	0.001427030037242	0.00184469736521527
OTU100	0.00288886568514845	0.00229717030385298	0.00111377954126205	0.00201872541853747	0.000800529045282099	0.000939751487939856	0.00170547492255752	0.00114858515192649	0.000974557098604295	0.00288886568514845	0.00313250495979952	0.001427030037242
OTU101	0.000904945877275417	0.00243639274651074	0.00191430858654415	0.00254080957850405	0.00174028053322196	0.00114858515192649	0.00121819637325537	0.000626500991959904	0.00132261320524869	0.00250600396783962	0.00299328251714176	0.00243639274651074
OTU102	0.0022275590825241	0.00167066931189308	0.00135741881591313	0.00163586370122864	0.00198391980787303	0.00261042079983293	0.00313250495979952	0.00167066931189308	0.000870140266610978	0.00128780759458425	0.00146183564790644	0.00153144686923532
OTU103	0.00132261320524869	0.00187950297587971	0.00229717030385298	0.0024015871358463	0.00139222442657756	0.00146183564790644	0.00128780759458425	0.00118339076259093	0.00201872541853747	0.00194911419720859	0.00219275347185966	0.00132261320524869
OTU104	0.00194911419720859	0.00135741881591313	0.00306289373847064	0.00198391980787303	0.000870140266610978	0.00139222442657756	0.00187950297587971	0.000730917823953221	0.00205353102920191	0.00118339076259093	0.00184469736521527	0.00128780759458425
OTU105	0.00118339076259093	0.00153144686923532	0.00139222442657756	0.00194911419720859	0.00243639274651074	0.000974557098604295	0.00149664125857088	0.00153144686923532	0.00132261320524869	0.00257561518916849	0.00125300198391981	0.00247119835717518
OTU106	0.00219275347185966	0.00132261320524869	0.00180989175455083	0.00264522641049737	0.00198391980787303	0.00114858515192649	0.00205353102920191	0.00104416831993317	0.000870140266610978	0.0016010580905642	0.00128780759458425	0.00167066931189308
OTU107	0.00104416831993317	0.00153144686923532	0.00100936270926873	0.00135741881591313	0.000730917823953221	0.00212314225053079	0.00139222442657756	0.000174028053322196	0.0024015871358463	0.00313250495979952	0.00198391980787303	0.00243639274651074
OTU108	0.000278444885315513	0.00288886568514845	0.00156625247989976	0.00219275347185966	0.000556889770631026	0.00139222442657756	0.00163586370122864	0.000174028053322196	0.000452472938637708	0.00309769934913508	0.00351536667710835	0.00247119835717518
OTU109	0.00125300198391981	0.00264522641049737	0.00198391980787303	0.00187950297587971	0.000661306602624343	0.00149664125857088	0.00104416831993317	0.000939751487939856	0.00111377954126205	0.00118339076259093	0.00205353102920191	0.00247119835717518
OTU110	0.000556889770631026	0.00469875743969928	0.00100936270926873	0.000904945877275417	0.000835334655946539	0.00111377954126205	0.00111377954126205	0.000870140266610978	0.000870140266610978	0.00334133862378615	0.00215794786119522	0.00261042079983293
OTU111	0.000974557098604295	0.00132261320524869	0.00139222442657756	0.00104416831993317	0.00455953499704152	0.00149664125857088	0.000800529045282099	0.00132261320524869	0.00268003202116181	0.00163586370122864	0.00135741881591313	0.00156625247989976
OTU112	0.00288886568514845	0.000835334655946539	0.00187950297587971	0.00180989175455083	0.000939751487939856	0.0016010580905642	0.00215794786119522	0.00170547492255752	0.00163586370122864	0.000835334655946539	0.00128780759458425	0.00100936270926873
OTU113	0.00104416831993317	0.00174028053322196	0.00121819637325537	0.00243639274651074	0.000278444885315513	0.001427030037242	0.00229717030385298	0.00139222442657756	0.00261042079983293	0.00212314225053079	0.00100936270926873	0.00180989175455083
OTU114	0.000313250495979952	0.00379381156242386	0.00114858515192649	0.00132261320524869	0.00114858515192649	0.000974557098604295	0.000730917823953221	0.000696112213288782	0.000556889770631026	0.00254080957850405	0.00358497789843723	0.00187950297587971
OTU115	0.000556889770631026	0.000522084159966587	0.000556889770631026	0.00167066931189308	0.0032021161811284	0.00100936270926873	0.000243639274651074	0.0022275590825241	0.0016010580905642	0.000626500991959904	0.00247119835717518	0.00306289373847064
OTU116	0.000556889770631026	0.00361978350910167	0.00212314225053079	0.00104416831993317	0.000661306602624343	0.00125300198391981	0.000661306602624343	0.000730917823953221	0.000556889770631026	0.00149664125857088	0.0032021161811284	0.00261042079983293
OTU117	0.000696112213288782	0.00076572343461766	0.000522084159966587	0.00226236469318854	0.000730917823953221	0.00257561518916849	0.00295847690647732	0.0032021161811284	0.000939751487939856	0.00125300198391981	0.00163586370122864	0.000417667327973269
OTU118	0.001427030037242	0.00135741881591313	0.000835334655946539	0.00139222442657756	0.000939751487939856	0.00278444885315513	0.00288886568514845	0.00104416831993317	0.000591695381295465	0.00254080957850405	0.00156625247989976	0.00135741881591313
OTU119	0.00243639274651074	0.000348056106644391	0.000313250495979952	0.000522084159966587	0.00170547492255752	0.00076572343461766	0.000243639274651074	0.00591695381295465	0.00448992377571264	0.000174028053322196	3.48056106644391e-05	0.000835334655946539
OTU120	0.00201872541853747	0.00177508614388639	0.000626500991959904	0.00100936270926873	0.00111377954126205	0.00146183564790644	0.00121819637325537	0.0038286171730883	0.00212314225053079	0.000522084159966587	0.000348056106644391	0.000730917823953221
OTU121	0.00797048484215656	0.000904945877275417	0.000452472938637708	0.000243639274651074	0.00285406007448401	0.000417667327973269	0.000974557098604295	0.00180989175455083	0.000313250495979952	0.000591695381295465	0.000278444885315513	0.000626500991959904
OTU122	0.000730917823953221	0.0030280881278062	0.00187950297587971	0.00254080957850405	0.000800529045282099	0.000800529045282099	0.000591695381295465	0.000348056106644391	0.000939751487939856	0.0022275590825241	0.00149664125857088	0.0032021161811284
